,МАРКА,t вып-обр,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,расход газ  N2,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл  ферванит,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
3014,Другие,28.0,20.4833333,44.85,2.5589302000000003,0.40346,0.12108599999999999,0.2302975,0.10587,0.0416022,1564.0,1595.0,7.1471572,12.753919450000001,13242.961757500001,115.8,10.685,9.586500000000001,0.095,0.05,0.446,0.027999999999999997,0.02,0.052191999999999995,0.065,0.025174000000000002,4521.0,0.002,0.435,0.06,0.634,0.005,0.01,0.062,0.006,0.019,0.231,0.001,0.001,0.003,0.711,0.0002,0.062,0.098,0.83,0.004,0.012,0.062,0.006999999999999999,0.016,0.314,0.002,0.036000000000000004,6.3,59.3,0.4,12.0,0.07,2.8,21.2,7.1,59.7,0.6,7.2,0.11,2.8,21.6
3015,Другие,25.0,20.8333333,48.5166667,2.1498665,0.37864000000000003,0.12108599999999999,0.162003,0.085076,0.0392093,1572.0,1590.0,6.4833856,12.753919450000001,12222.72,110.7,10.341,9.586500000000001,0.053,0.05,0.418,0.028999999999999998,0.02,0.04919,0.062,0.025174000000000002,4244.0,0.002,0.429,0.086,0.687,0.006,0.011000000000000001,0.064,0.008,0.021,0.245,0.002,0.002,0.003,0.7140000000000001,0.0002,0.087,0.09699999999999999,0.828,0.005,0.011000000000000001,0.064,0.009000000000000001,0.017,0.314,0.002,0.036000000000000004,5.2,56.8,0.7,9.7,0.1,2.8,20.6,6.0,58.6,0.6,6.8,0.09,2.6,22.5
3016,Э76ХФ,27.0,24.3666667,48.033333299999995,2.9321377,0.421872,0.124644,0.16251600000000002,0.12039200000000001,0.03955530000000001,1571.0,1626.0,7.0844552,12.753919450000001,14217.783857700002,113.1,11.343,9.586500000000001,0.128,0.05,0.449,0.032,0.02,0.049624,0.11599999999999999,0.025174000000000002,5774.0,0.002,0.446,0.314,0.652,0.006,0.011000000000000001,0.061,0.006999999999999999,0.017,0.47700000000000004,0.002,0.002,0.003,0.764,0.0002,0.41600000000000004,0.091,0.792,0.005,0.011000000000000001,0.061,0.009000000000000001,0.013999999999999999,0.564,0.003,0.037000000000000005,5.3,56.1,0.4,10.5,0.07,2.4,23.2,4.9,52.2,0.8,6.2,0.13,2.3,22.5
3017,Э76ХФ,28.0,18.8333333,47.7,2.4425329,0.369202,0.009023999999999999,0.10408599999999998,0.122512,0.039872500000000005,1578.0,1604.0,9.280577099999999,12.753919450000001,12545.840708,113.9,14.652999999999999,9.586500000000001,0.053,0.05,0.40700000000000003,0.036000000000000004,0.02,0.050022000000000004,0.14400000000000002,0.025174000000000002,3938.0,0.002,0.486,0.409,0.693,0.008,0.009000000000000001,0.09,0.01,0.02,0.475,0.002,0.002,0.003,0.7559999999999999,0.0002,0.41200000000000003,0.10300000000000001,0.779,0.006999999999999999,0.011000000000000001,0.09,0.01,0.016,0.56,0.002,0.036000000000000004,5.3,56.5,0.6,15.7,0.12,2.4,23.8,5.3,54.8,0.2,11.1,0.1,2.5,22.2
3019,Э76ХФ,35.0,22.3833333,51.216666700000005,3.3407407,0.41057,0.1269,0.17918,0.1302,0.04044880000000001,1560.0,1598.0,6.3402547,12.753919450000001,13609.2330603,114.9,10.789000000000001,9.586500000000001,0.052000000000000005,0.05,0.434,0.048,0.02,0.050745,0.124,0.025174000000000002,5077.0,0.002,0.47700000000000004,0.315,0.635,0.008,0.01,0.07200000000000001,0.008,0.02,0.461,0.002,0.002,0.004,0.769,0.0002,0.419,0.109,0.7859999999999999,0.006999999999999999,0.012,0.07200000000000001,0.008,0.016,0.57,0.003,0.037000000000000005,5.3,57.1,0.5,10.8,0.09,2.3,25.3,4.7,56.8,0.8,11.3,0.18,2.2,26.0
3020,Э76ХФ,15.0,23.1833333,49.05,3.474646,0.437154,0.105468,0.19653900000000002,0.14410799999999999,0.038257599999999996,1559.0,1587.0,10.175629800000001,12.753919450000001,13877.2106398,110.4,16.493,9.586500000000001,0.172,0.131,0.4,0.084,0.02,0.047996,0.138,0.025174000000000002,5362.0,0.001,0.42200000000000004,0.33,0.605,0.008,0.01,0.069,0.006,0.033,0.44799999999999995,0.001,0.002,0.003,0.78,0.0003,0.41600000000000004,0.098,0.7809999999999999,0.006999999999999999,0.012,0.069,0.006999999999999999,0.017,0.5660000000000001,0.003,0.036000000000000004,4.7,50.2,1.1,12.6,0.15,2.2,23.0,5.6,56.4,0.4,10.6,0.1,2.5,22.9
3021,Э76ХФ,18.0,18.6833333,46.8833333,3.0,0.424238,0.081216,0.1291405,0.097506,0.0399873,1576.0,1581.0,6.5384449,12.753919450000001,12823.193577200002,113.8,10.091000000000001,9.586500000000001,0.126,0.05,0.461,0.045,0.02,0.050166,0.095,0.025174000000000002,3993.0,0.002,0.452,0.353,0.6709999999999999,0.012,0.009000000000000001,0.08199999999999999,0.009000000000000001,0.023,0.483,0.002,0.002,0.003,0.775,0.0001,0.41700000000000004,0.10300000000000001,0.779,0.011000000000000001,0.011000000000000001,0.08199999999999999,0.01,0.017,0.5670000000000001,0.003,0.036000000000000004,5.5,58.0,0.5,11.6,0.09,2.5,23.2,5.5,55.7,0.6,8.8,0.09,2.4,23.6
3022,Э76ХФ,21.0,18.8666667,41.7,2.3258786,0.47026660000000003,0.148332,0.1820565,0.109498,0.039970900000000004,1563.0,1585.0,4.3025293,12.753919450000001,13178.7985866,113.7,5.812,9.586500000000001,0.128,0.05,0.455,0.062,0.02,0.050094,0.091,0.025174000000000002,4144.0,0.002,0.39,0.295,0.631,0.006999999999999999,0.011000000000000001,0.077,0.006999999999999999,0.021,0.473,0.002,0.002,0.003,0.7759999999999999,0.0002,0.42100000000000004,0.106,0.7859999999999999,0.008,0.012,0.083,0.008,0.018000000000000002,0.5720000000000001,0.003,0.038,4.8,55.3,0.5,10.3,0.06,2.4,23.1,5.1,56.1,0.7,6.2,0.07,2.1,26.8
3023,Э76ХФ,20.0,18.1333333,44.533333299999995,3.2400648999999997,0.43208199999999997,0.14156400000000002,0.176905,0.10482000000000001,0.0399676,1583.0,1589.0,11.673913,12.753919450000001,13473.5294118,110.5,17.005,9.586500000000001,0.22399999999999998,0.05,0.45799999999999996,0.084,0.02,0.050022000000000004,0.086,0.025174000000000002,4072.0,0.002,0.426,0.294,0.626,0.006999999999999999,0.011000000000000001,0.076,0.008,0.031,0.469,0.001,0.002,0.003,0.754,0.0004,0.41700000000000004,0.11800000000000001,0.79,0.006,0.013000000000000001,0.07200000000000001,0.008,0.017,0.56,0.003,0.038,4.0,53.4,0.2,12.6,0.12,2.3,23.4,4.9,55.1,0.4,6.1,0.07,2.2,24.9
3024,Э76ХФ,16.0,17.6333333,41.7,3.0,0.44313800000000003,0.12351600000000001,0.14877449999999998,0.136794,0.0409208,1581.0,1584.0,11.211077699999999,12.753919450000001,13321.361058600001,114.5,15.517999999999999,9.586500000000001,0.126,0.05,0.47600000000000003,0.037000000000000005,0.02,0.051215,0.147,0.025174000000000002,3915.0,0.002,0.43,0.316,0.6579999999999999,0.005,0.01,0.062,0.009000000000000001,0.022000000000000002,0.449,0.001,0.002,0.003,0.7659999999999999,0.0003,0.418,0.10400000000000001,0.787,0.004,0.012,0.062,0.01,0.016,0.555,0.003,0.037000000000000005,5.1,55.3,0.4,11.4,0.1,2.5,22.6,5.4,54.9,0.7,9.6,0.18,2.3,23.8
3025,Э76ХФ,14.0,20.1333333,40.1666667,3.3572111000000002,0.379822,0.113364,0.1387405,0.058466,0.0393603,1557.0,1586.0,9.847717800000002,12.753919450000001,13765.231788100002,110.4,13.185,9.586500000000001,0.127,0.05,0.4,0.037000000000000005,0.02,0.049262,0.031,0.025174000000000002,4619.0,0.002,0.46799999999999997,0.314,0.6629999999999999,0.006999999999999999,0.011000000000000001,0.063,0.006,0.018000000000000002,0.516,0.002,0.002,0.003,0.769,0.0008,0.41100000000000003,0.094,0.7879999999999999,0.006,0.013999999999999999,0.063,0.006999999999999999,0.015,0.556,0.003,0.038,4.5,56.2,0.4,10.0,0.08,2.7,21.1,5.4,56.5,0.7,8.7,0.18,2.3,25.1
3026,Э76ХФ,11.0,19.15,41.85,3.0,0.436258,0.15453599999999998,0.1729995,0.142174,0.040545300000000006,1577.0,1586.0,11.6136201,12.753919450000001,13754.569190600001,113.8,16.201,9.586500000000001,0.18100000000000002,0.05,0.461,0.039,0.02,0.050745,0.145,0.025174000000000002,4390.0,0.002,0.436,0.29,0.636,0.008,0.012,0.075,0.006,0.021,0.455,0.001,0.002,0.004,0.755,0.0003,0.418,0.10300000000000001,0.787,0.006999999999999999,0.013000000000000001,0.075,0.006999999999999999,0.013999999999999999,0.563,0.003,0.037000000000000005,5.4,55.0,0.5,10.0,0.1,2.4,22.9,4.9,56.1,0.8,9.9,0.2,2.2,25.1
3027,Э76ХФ,7.0,17.533333300000002,40.55,3.0,0.399048,0.120696,0.15078350000000001,0.143862,0.0406323,1579.0,1582.0,7.7334154999999996,12.753919450000001,13280.988593200002,114.2,10.453,9.586500000000001,0.122,0.05,0.42200000000000004,0.028999999999999998,0.02,0.050854,0.157,0.025174000000000002,3881.0,0.003,0.465,0.318,0.664,0.008,0.011000000000000001,0.077,0.008,0.019,0.457,0.002,0.002,0.003,0.742,0.0002,0.418,0.099,0.797,0.006999999999999999,0.012,0.078,0.009000000000000001,0.015,0.573,0.003,0.037000000000000005,4.9,60.5,1.1,7.8,0.09,2.8,21.6,5.0,56.8,0.7,8.9,0.17,2.2,25.7
3028,Э76ХФ,6.0,16.85,41.2,3.0,0.397374,0.133668,0.139958,0.098536,0.038927300000000005,1584.0,1585.0,11.1480583,12.753919450000001,12669.4362018,110.2,15.31,9.586500000000001,0.129,0.05,0.418,0.034,0.02,0.04872,0.092,0.025174000000000002,3558.0,0.002,0.455,0.301,0.6709999999999999,0.008,0.012,0.09,0.006999999999999999,0.02,0.49200000000000005,0.002,0.002,0.003,0.762,0.0004,0.41700000000000004,0.11900000000000001,0.804,0.006999999999999999,0.013999999999999999,0.09,0.008,0.018000000000000002,0.575,0.003,0.037000000000000005,4.2,60.2,0.8,9.8,0.09,3.0,20.2,5.7,58.4,0.5,11.3,0.1,2.5,23.0
3029,Э76ХФ,4.0,15.6,41.9,3.0,0.45160659999999997,0.142692,0.18297950000000002,0.129294,0.040400599999999995,1599.0,1580.0,10.702625300000001,12.753919450000001,13111.5384615,114.4,14.948,9.586500000000001,0.129,0.05,0.455,0.040999999999999995,0.02,0.050564,0.121,0.025174000000000002,3409.0,0.002,0.42700000000000005,0.3,0.634,0.006,0.009000000000000001,0.075,0.006999999999999999,0.021,0.45899999999999996,0.002,0.002,0.003,0.767,0.0003,0.41600000000000004,0.099,0.794,0.005,0.013000000000000001,0.07400000000000001,0.008,0.016,0.569,0.003,0.037000000000000005,6.5,57.2,0.4,10.9,0.1,2.7,21.6,6.1,57.6,0.8,6.1,0.16,2.3,25.4
3030,Э76ХФ,6.0,22.5666667,40.7,3.9254167,0.3057228,0.10659600000000001,0.05305700000000001,0.065444,0.0384647,1542.0,1587.0,9.1135135,12.753919450000001,13525.258493399999,110.0,12.364,9.586500000000001,0.128,0.05,0.265,0.06,0.02,0.048141,0.078,0.025174000000000002,5087.0,0.002,0.523,0.32299999999999995,0.735,0.006,0.011000000000000001,0.065,0.008,0.019,0.502,0.002,0.003,0.003,0.7559999999999999,0.0010400000000000001,0.41600000000000004,0.086,0.7959999999999999,0.005,0.012,0.065,0.009000000000000001,0.016,0.5529999999999999,0.004,0.038,5.3,60.7,0.6,7.9,0.09,2.8,22.1,4.9,57.0,0.6,9.2,0.17,2.2,25.6
3031,Э76ХФ,4.0,21.9833333,44.6833333,3.0,0.41536359999999994,0.151152,0.15168900000000002,0.118708,0.0409495,1570.0,1584.0,10.9161507,12.753919450000001,12767.8544352,114.4,16.259,9.586500000000001,0.124,0.05,0.389,0.044000000000000004,0.02,0.051251,0.11800000000000001,0.025174000000000002,4678.0,0.002,0.441,0.293,0.6579999999999999,0.005,0.011000000000000001,0.078,0.006,0.019,0.475,0.002,0.002,0.003,0.767,0.0003,0.41700000000000004,0.091,0.7859999999999999,0.005,0.012,0.078,0.006999999999999999,0.013999999999999999,0.5670000000000001,0.003,0.038,6.3,57.9,0.6,12.8,0.1,2.7,21.5,5.8,56.4,0.4,7.8,0.09,2.5,22.4
3032,Э76ХФ,6.0,18.3333333,43.5666667,3.0,0.3897044,0.093624,0.0428665,0.107578,0.040516500000000004,1578.0,1584.0,9.1991519,12.753919450000001,12907.6363636,114.8,13.257,9.586500000000001,0.134,0.05,0.41200000000000003,0.05,0.02,0.050709,0.147,0.025174000000000002,3944.0,0.002,0.48,0.342,0.754,0.006,0.01,0.065,0.01,0.018000000000000002,0.478,0.002,0.003,0.003,0.752,0.0003,0.415,0.09,0.787,0.005,0.01,0.065,0.01,0.015,0.5660000000000001,0.003,0.037000000000000005,4.3,52.5,1.0,19.8,0.14,2.3,23.0,4.5,54.9,1.0,15.3,0.1,2.2,24.8
3033,Э76ХФ,5.0,14.0,42.1833333,3.0,0.316934,0.094188,0.030764999999999997,0.0619,0.0388977,1600.0,1589.0,13.5924633,12.753919450000001,12745.714285700002,109.9,19.037,9.586500000000001,0.136,0.05,0.33,0.099,0.02,0.048683,0.08199999999999999,0.025174000000000002,2974.0,0.003,0.515,0.33899999999999997,0.76,0.006,0.009000000000000001,0.07200000000000001,0.011000000000000001,0.018000000000000002,0.514,0.002,0.003,0.004,0.762,0.0005,0.41600000000000004,0.09699999999999999,0.782,0.005,0.009000000000000001,0.07200000000000001,0.011000000000000001,0.013000000000000001,0.551,0.003,0.037000000000000005,4.7,59.4,0.5,14.0,0.09,2.7,21.6,4.9,57.1,0.5,8.2,0.1,2.2,26.0
3034,Э76ХФ,6.0,20.05,42.033333299999995,3.0,0.455662,0.14156400000000002,0.154298,0.12333599999999999,0.041238800000000006,1579.0,1584.0,9.6007238,12.753919450000001,13376.5586035,114.9,13.265,9.586500000000001,0.122,0.05,0.488,0.048,0.02,0.051613,0.124,0.025174000000000002,4470.0,0.002,0.42700000000000005,0.29600000000000004,0.647,0.006999999999999999,0.01,0.07,0.006999999999999999,0.019,0.45899999999999996,0.002,0.002,0.003,0.765,0.0002,0.41100000000000003,0.10099999999999999,0.782,0.006,0.012,0.07,0.006999999999999999,0.015,0.5539999999999999,0.003,0.037000000000000005,6.3,58.8,0.8,8.1,0.12,2.8,21.3,5.1,59.6,0.8,6.3,0.13,2.3,25.9
3035,Э76ХФ,8.0,19.9,41.533333299999995,3.0,0.39720320000000003,0.134796,0.127779,0.091268,0.039505,1563.0,1591.0,10.8766268,12.753919450000001,13332.663316600001,111.2,14.904000000000002,9.586500000000001,0.129,0.05,0.41100000000000003,0.037000000000000005,0.02,0.049443,0.086,0.025174000000000002,4422.0,0.002,0.46299999999999997,0.299,0.672,0.005,0.011000000000000001,0.067,0.008,0.019,0.484,0.002,0.002,0.003,0.762,0.0002,0.414,0.094,0.789,0.004,0.011000000000000001,0.068,0.008,0.016,0.56,0.003,0.037000000000000005,4.9,57.1,0.5,7.3,0.11,2.7,21.1,4.6,57.2,0.8,10.3,0.21,2.2,25.9
3036,Э76ХФ,5.0,19.8,46.2,3.2633968999999996,0.42972200000000005,0.14438399999999998,0.1149225,0.12485,0.039735900000000005,1577.0,1584.0,10.283647,12.753919450000001,13215.151515200001,115.6,15.634,9.586500000000001,0.126,0.05,0.457,0.046,0.02,0.049732,0.14300000000000002,0.025174000000000002,4361.0,0.002,0.44299999999999995,0.298,0.6890000000000001,0.006,0.01,0.064,0.009000000000000001,0.018000000000000002,0.465,0.002,0.002,0.003,0.779,0.0003,0.41600000000000004,0.092,0.785,0.005,0.013999999999999999,0.064,0.009000000000000001,0.013999999999999999,0.565,0.003,0.037000000000000005,5.6,58.7,0.5,8.7,0.1,2.7,21.6,6.0,59.2,0.6,10.6,0.11,2.7,22.0
3037,Э76ХФ,6.0,22.7,47.7,3.3492062999999996,0.339456,0.125772,0.060815999999999995,0.11839200000000001,0.037799900000000004,1594.0,1630.0,6.960969599999999,12.753919450000001,13852.8634361,110.7,11.008,9.586500000000001,0.145,0.05,0.35100000000000003,0.035,0.02,0.047309,0.156,0.025174000000000002,5241.0,0.002,0.517,0.308,0.74,0.005,0.012,0.059000000000000004,0.012,0.018000000000000002,0.46799999999999997,0.002,0.003,0.003,0.7709999999999999,0.0003,0.415,0.086,0.7979999999999999,0.004,0.012,0.059000000000000004,0.013000000000000001,0.013000000000000001,0.56,0.003,0.037000000000000005,4.7,58.3,0.5,14.9,0.1,2.6,22.1,5.2,59.3,0.5,12.9,0.1,2.7,22.3
3038,Э76ХФ,12.0,19.0666667,49.033333299999995,2.4672931,0.436172,0.104904,0.16781,0.13488,0.038089099999999994,1582.0,1600.0,8.9249483,12.753919450000001,13087.7622378,111.9,14.389000000000001,9.586500000000001,0.10099999999999999,0.05,0.47,0.037000000000000005,0.02,0.047671,0.136,0.025174000000000002,4159.0,0.002,0.445,0.326,0.642,0.006,0.012,0.07200000000000001,0.008,0.02,0.45299999999999996,0.001,0.003,0.003,0.778,0.0002,0.41200000000000003,0.09699999999999999,0.7859999999999999,0.005,0.013000000000000001,0.071,0.009000000000000001,0.015,0.5660000000000001,0.003,0.036000000000000004,3.8,54.4,1.4,14.5,0.13,2.2,24.7,4.1,56.9,0.5,8.8,0.1,2.2,25.8
3039,Э76ХФ,15.0,23.1833333,48.0166667,3.4702602,0.41866000000000003,0.14664000000000002,0.24289299999999997,0.185556,0.039794199999999995,1550.0,1604.0,12.532722099999999,12.753919450000001,14363.767074000001,115.0,19.746,9.586500000000001,0.297,0.05,0.43799999999999994,0.033,0.02,0.049805,0.182,0.025174000000000002,5550.0,0.001,0.46299999999999997,0.29600000000000004,0.581,0.006999999999999999,0.011000000000000001,0.08,0.005,0.034,0.409,0.002,0.002,0.003,0.7759999999999999,0.0003,0.41700000000000004,0.11199999999999999,0.794,0.006,0.013000000000000001,0.08,0.006,0.016,0.556,0.003,0.037000000000000005,5.1,51.0,1.2,12.8,0.19,2.0,25.5,4.4,58.0,0.6,9.3,0.13,2.2,26.6
3040,Э76ХФ,17.0,23.6833333,49.533333299999995,3.3360068,0.38407800000000003,0.131976,0.21547800000000003,0.179296,0.038580500000000004,1542.0,1596.0,10.732157699999998,12.753919450000001,13888.247712900002,111.2,17.243,9.586500000000001,0.192,0.05,0.39899999999999997,0.036000000000000004,0.02,0.048286,0.184,0.025174000000000002,5482.0,0.001,0.474,0.303,0.596,0.006999999999999999,0.012,0.068,0.006999999999999999,0.028999999999999998,0.418,0.002,0.002,0.003,0.778,0.0003,0.41700000000000004,0.11900000000000001,0.7929999999999999,0.006,0.012,0.069,0.008,0.022000000000000002,0.562,0.003,0.037000000000000005,4.0,51.0,0.6,13.5,0.26,1.9,27.0,4.1,57.1,0.6,9.5,0.14,2.2,26.5
3042,Э76ХФ,26.0,22.3833333,47.2,2.6055528999999997,0.38111,0.12972,0.1825695,0.144814,0.038638,1547.0,1583.0,6.4940796999999995,12.753919450000001,13191.0647803,114.1,10.055,9.586500000000001,0.040999999999999995,0.05,0.397,0.035,0.02,0.048358,0.145,0.025174000000000002,4921.0,0.002,0.49,0.311,0.632,0.006,0.011000000000000001,0.07,0.008,0.024,0.444,0.002,0.003,0.003,0.779,0.0003,0.41600000000000004,0.109,0.7879999999999999,0.006,0.013000000000000001,0.07,0.009000000000000001,0.019,0.5710000000000001,0.003,0.037000000000000005,4.4,55.4,0.8,12.3,0.09,2.2,25.3,4.1,58.3,0.6,7.5,0.08,2.1,27.2
3043,Э76ХФ,21.0,10.683333300000001,44.2,3.0,0.280684,0.049068,0.040096,0.09183200000000001,0.0374445,1594.0,1586.0,9.143064599999999,12.753919450000001,12232.1372855,110.8,13.293,9.586500000000001,0.126,0.05,0.293,0.037000000000000005,0.02,0.046875,0.124,0.025174000000000002,2178.0,0.002,0.545,0.376,0.7490000000000001,0.006999999999999999,0.009000000000000001,0.07200000000000001,0.015,0.02,0.48700000000000004,0.002,0.003,0.003,0.7659999999999999,0.0005,0.418,0.1,0.787,0.006,0.011000000000000001,0.07200000000000001,0.016,0.018000000000000002,0.569,0.003,0.028999999999999998,4.0,60.2,0.5,9.9,0.09,2.6,23.5,4.7,58.7,0.4,12.3,0.11,2.7,22.1
3044,Э76ХФ,22.0,24.3666667,45.05,3.6128892999999995,0.36122600000000005,0.108852,0.1876165,0.142298,0.0388588,1522.0,1583.0,7.989876299999999,12.753919450000001,14006.019151800001,114.7,11.663,9.586500000000001,0.126,0.05,0.376,0.040999999999999995,0.02,0.048683,0.139,0.025174000000000002,5688.0,0.002,0.488,0.326,0.621,0.008,0.012,0.064,0.006999999999999999,0.021,0.441,0.002,0.003,0.003,0.774,0.0005,0.41600000000000004,0.11,0.784,0.006999999999999999,0.013999999999999999,0.063,0.008,0.018000000000000002,0.556,0.004,0.036000000000000004,4.3,52.3,0.5,9.1,0.16,2.5,20.6,4.4,52.2,1.0,7.8,0.15,2.5,21.2
3045,Э76ХФ,22.0,17.3666667,48.3666667,2.5516083,0.341562,0.071064,0.1229315,0.107518,0.0387151,1557.0,1585.0,9.7550398,12.753919450000001,12986.9481766,112.2,15.645999999999999,9.586500000000001,0.126,0.05,0.361,0.039,0.02,0.048503,0.113,0.025174000000000002,3759.0,0.002,0.503,0.361,0.677,0.011000000000000001,0.01,0.071,0.009000000000000001,0.023,0.47100000000000003,0.002,0.003,0.003,0.772,0.0002,0.419,0.11800000000000001,0.7829999999999999,0.01,0.011000000000000001,0.07,0.01,0.021,0.5720000000000001,0.003,0.037000000000000005,4.5,60.0,0.9,9.8,0.08,2.6,23.1,4.9,53.6,0.5,4.3,0.08,2.5,21.4
3046,Э76ХФ,27.0,25.3166667,46.7,3.5098038999999996,0.357108,0.10095599999999999,0.170324,0.132968,0.037849,1505.0,1572.0,9.5506111,12.753919450000001,13802.764977,111.2,14.761,9.586500000000001,0.040999999999999995,0.05,0.373,0.047,0.02,0.047418,0.132,0.025174000000000002,5824.0,0.002,0.48,0.332,0.636,0.008,0.011000000000000001,0.07200000000000001,0.006999999999999999,0.024,0.449,0.002,0.003,0.003,0.7709999999999999,0.0001,0.41700000000000004,0.11699999999999999,0.784,0.006999999999999999,0.012,0.07200000000000001,0.008,0.02,0.5579999999999999,0.003,0.036000000000000004,4.1,51.3,0.4,7.7,0.13,2.4,21.7,4.4,52.6,0.6,7.8,0.12,2.4,22.1
3047,Э76ХФ,27.0,19.15,45.716666700000005,2.3472222,0.382336,0.10321199999999998,0.1896635,0.151982,0.0394654,1545.0,1584.0,7.8577304,12.753919450000001,13560.3133159,116.0,11.887,9.586500000000001,0.043,0.05,0.40299999999999997,0.039,0.02,0.049443,0.153,0.025174000000000002,4328.0,0.001,0.47100000000000003,0.33299999999999996,0.621,0.013000000000000001,0.01,0.073,0.008,0.023,0.42700000000000005,0.002,0.003,0.003,0.7829999999999999,0.0004,0.41700000000000004,0.11199999999999999,0.7879999999999999,0.012,0.012,0.07200000000000001,0.009000000000000001,0.02,0.5720000000000001,0.003,0.036000000000000004,4.4,54.9,0.4,12.5,0.11,2.2,25.2,4.0,57.6,0.5,8.5,0.12,2.1,27.5
3048,Э76ХФ,25.0,19.0,41.5166667,3.2509702000000003,0.32019200000000003,0.096444,0.1501185,0.098082,0.037964,1549.0,1579.0,10.8297461,12.753919450000001,13935.789473700002,111.3,14.927,9.586500000000001,0.126,0.05,0.32899999999999996,0.062,0.02,0.047562,0.087,0.025174000000000002,4413.0,0.002,0.521,0.336,0.6579999999999999,0.008,0.011000000000000001,0.067,0.008,0.024,0.48100000000000004,0.002,0.003,0.003,0.772,0.0001,0.419,0.106,0.7879999999999999,0.006999999999999999,0.013000000000000001,0.067,0.009000000000000001,0.02,0.5720000000000001,0.003,0.037000000000000005,3.7,60.0,0.2,7.1,0.08,2.7,22.5,3.7,57.5,0.5,8.5,0.15,2.1,27.4
3049,Э76ХФ,11.0,14.383333300000002,44.05,2.0,0.366678,0.07839600000000001,0.141166,0.137952,0.039119,1582.0,1586.0,11.888989800000001,12.753919450000001,12806.4889919,115.3,17.457,9.586500000000001,0.052000000000000005,0.05,0.39,0.067,0.02,0.049009,0.15200000000000002,0.025174000000000002,3070.0,0.002,0.49200000000000005,0.354,0.667,0.009000000000000001,0.01,0.077,0.009000000000000001,0.025,0.45899999999999996,0.002,0.003,0.004,0.754,0.0004,0.41600000000000004,0.09699999999999999,0.7879999999999999,0.008,0.013000000000000001,0.075,0.01,0.02,0.575,0.003,0.037000000000000005,4.4,60.9,0.6,7.4,0.11,2.8,21.6,5.4,58.7,0.6,7.2,0.1,2.5,23.5
3050,Э76ХФ,11.0,21.4,42.2,2.0,0.282858,0.089676,0.101792,0.095824,0.0384836,1543.0,1581.0,8.9680095,12.753919450000001,13934.579439300001,112.8,12.615,9.586500000000001,0.126,0.05,0.28600000000000003,0.057,0.02,0.048213,0.10400000000000001,0.025174000000000002,4970.0,0.002,0.556,0.345,0.6940000000000001,0.01,0.01,0.077,0.008,0.019,0.483,0.003,0.003,0.003,0.774,0.0001,0.418,0.08900000000000001,0.779,0.009000000000000001,0.012,0.077,0.009000000000000001,0.017,0.56,0.003,0.036000000000000004,4.2,60.7,0.8,9.2,0.09,2.7,22.4,4.8,62.5,0.6,5.4,0.12,2.7,23.3
3051,Э76ХФ,7.0,13.316666699999999,40.716666700000005,1.3403456,0.32882,0.0846,0.14469949999999998,0.11873399999999999,0.0385706,1601.0,1582.0,6.7739202999999995,12.753919450000001,12115.6445557,111.2,9.062000000000001,9.586500000000001,0.08,0.05,0.342,0.077,0.02,0.048322000000000004,0.121,0.025174000000000002,2689.0,0.002,0.518,0.345,0.653,0.015,0.011000000000000001,0.071,0.009000000000000001,0.02,0.474,0.002,0.002,0.003,0.774,0.0005,0.41700000000000004,0.11900000000000001,0.784,0.013999999999999999,0.012,0.07200000000000001,0.009000000000000001,0.015,0.568,0.003,0.036000000000000004,4.6,57.8,0.5,13.7,0.11,2.5,23.0,4.4,58.2,0.3,12.6,0.09,2.2,26.1
