,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,расход газ  N2,расход C пров.,сыпуч известь РП,сыпуч кварцит,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь (сух.),сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2
1585,3.3935742999999996,0.48758500000000005,0.132132,0.149385,0.15166500000000002,0.041273000000000004,1586.0,1604.0,12.6851628,,12630.9810671,116.4,1.0,1.0,1.0,18.619,,,0.042,,0.05,,0.529,0.044000000000000004,0.02
1586,3.7241638,0.462375,0.11039600000000001,0.12023199999999999,0.157055,0.0404165,1572.0,1594.0,11.5071891,,13022.3234624,116.2,1.0,1.0,1.0,17.785,,,,,0.05,,0.503,0.034,0.02
1587,3.9215457000000002,0.42696000000000006,0.10868,0.082048,0.11828,0.0385342,1575.0,1593.0,12.6274963,,13430.8860759,111.9,1.0,1.0,1.0,18.829,,,0.073,,0.05,,0.461,0.083,0.02
1588,3.9133055,0.390445,0.097812,0.053986,0.11954000000000001,0.039019099999999994,1547.0,1595.0,10.5585118,,13344.4878812,113.0,1.0,1.0,1.0,15.609000000000002,,,,,0.05,,0.419,0.073,0.02
1589,3.1792279,0.47769620000000007,0.129272,0.10987999999999999,0.154255,0.0395901,1549.0,1594.0,10.1383336,,13236.7924528,117.2,1.0,1.0,1.0,15.92,,0.024596,,,0.05,,0.49,0.092,0.02
1590,3.1266608,0.5144274999999999,0.104104,0.10053200000000001,0.145405,0.0401035,1552.0,1588.0,13.7104281,,13642.446043200001,116.4,1.0,1.0,1.0,20.816999999999997,,0.02145,,,0.05,,0.544,0.081,0.02
1591,2.0,0.5193549,0.133276,0.103796,0.14692,0.0399891,1571.0,1586.0,8.1174053,,12305.004906799999,115.7,1.0,1.0,1.0,11.193,,0.013441999999999999,,,0.05,,0.5539999999999999,0.091,0.02
1592,3.4303167,0.504137,0.136708,0.161098,0.14219,0.0388764,1548.0,1585.0,8.5740726,,13603.4843206,112.1,1.0,1.0,1.0,12.199000000000002,,0.017159999999999998,0.048,,0.05,,0.528,0.042,0.02
1593,3.3491854,0.460095,0.119548,0.157843,0.12677,0.0391619,1535.0,1591.0,7.6792697,,13315.2224824,113.1,1.0,1.0,1.0,11.216,,,0.043,,0.05,,0.49700000000000005,0.033,0.02
1594,2.8624709,0.5028971,0.11211199999999999,0.159842,0.128575,0.040327499999999995,1586.0,1589.0,10.3027406,,12927.1170314,116.1,1.0,1.0,1.0,13.052999999999999,,0.018018,0.031,,0.05,,0.53,0.16,0.02
1595,2.3556861000000002,0.5047106,0.127556,0.15403,0.15545,0.0402236,1573.0,1589.0,7.3124806,,11212.4430956,116.4,1.0,1.0,1.0,11.767000000000001,,0.019448,0.10800000000000001,,0.05,,0.528,0.08199999999999999,0.02
1596,2.6710526000000003,0.5059866,0.144716,0.183038,0.14686,0.0403971,1573.0,1590.0,8.6707768,,11915.893386,116.2,1.0,1.0,1.0,11.72,,0.013728,,,0.05,,0.532,0.065,0.02
1597,3.1079060000000003,0.398275,0.113828,0.098,0.10363,0.0386047,1547.0,1585.0,7.5271493000000005,,12729.8657718,112.2,1.0,1.0,1.0,11.09,,,,,0.05,,0.424,0.11,0.02
1598,,0.4364629,0.10524800000000001,0.08142100000000001,0.13265,0.0409184,1582.0,1588.0,7.6088435,,11746.5517241,114.2,1.0,1.0,1.0,11.185,,0.010582,,,0.05,,0.461,0.092,0.02
1599,,,,,,,,,,,,,,,,,,,,,,,,,
1600,2.5819672000000002,0.4447058,0.152152,0.16412100000000002,0.15249000000000001,0.0399638,1581.0,1594.0,7.846267299999999,,11337.2654155,115.5,1.0,1.0,1.0,12.408,,0.021164,0.039,,0.05,,0.447,0.057999999999999996,0.02
1601,2.5609874,0.46815500000000004,0.12984400000000001,0.188245,0.191255,0.0414093,1573.0,1594.0,8.5410034,,12000.966962100001,118.0,1.0,1.0,1.0,12.579,,,0.12300000000000001,,0.05,,0.504,0.047,0.02
1602,2.6901623,0.54708,0.0858,0.148874,0.168595,0.09173780000000001,1620.0,1619.0,17.6027852,17.701995,11756.626506,112.3,1.0,1.0,1.0,9.129,21.444000000000003,,0.19899999999999998,,0.05,,0.611,,0.02
1603,2.6324201,0.558725,0.072644,0.165257,0.078835,0.0913669,1545.0,1590.0,9.8470392,16.2752613,12698.742857100002,112.0,1.0,1.0,1.0,14.735,5.19,,0.081,,0.05,,0.627,0.057999999999999996,0.02
1604,3.3857593999999995,0.53992,0.05148,0.13116,0.08794500000000001,0.09670260000000001,1567.0,1584.0,10.4357647,10.155858300000002,12213.0177515,114.2,1.0,1.0,1.0,7.392,12.424000000000001,,0.054000000000000006,,0.05,,0.609,0.049,0.02
1605,2.7694064,0.5093449999999999,0.08866,0.11538,0.06408,0.091401,1555.0,1589.0,12.695421699999999,12.332549400000001,12833.642384100001,111.7,1.0,1.0,1.0,5.854,12.819,,0.07200000000000001,,0.05,,0.565,0.08199999999999999,0.02
1606,2.8640777,0.559415,0.11611600000000001,0.11071700000000001,0.08810499999999999,0.09468389999999999,1549.0,1578.0,13.855111800000001,14.0488121,13942.0200463,115.7,1.0,1.0,1.0,9.637,10.841,,0.064,,0.05,,0.622,0.057,0.02
1607,2.0,0.52894,0.10296,0.18464,0.1258,0.0933848,1555.0,1574.0,9.080049,17.2162362,13035.958395200001,114.1,1.0,1.0,1.0,12.364,1.296,,0.107,,0.05,,0.584,0.048,0.02
1608,3.0,0.51758,0.077792,0.09344,0.059410000000000004,0.09143,1577.0,1572.0,14.75625,11.435228,12231.9587629,111.8,1.0,1.0,1.0,9.443999999999999,10.171,,0.107,,0.05,,0.578,0.059000000000000004,0.02
1609,2.0,0.476735,0.022308,0.139377,0.071835,0.09130369999999999,1586.0,1577.0,10.4022015,9.3215521,11690.8350305,113.2,1.0,1.0,1.0,6.825,6.74,,0.052000000000000005,,0.05,,0.536,0.059000000000000004,0.02
1610,2.9660336,0.47283500000000006,0.038324000000000004,0.09373,0.06581000000000001,0.0910539,1580.0,1567.0,11.207025199999999,9.890191999999999,11955.272727299998,110.5,1.0,1.0,1.0,5.672000000000001,10.588,,0.053,,0.05,,0.53,0.07,0.02
1611,2.3575884,0.5234,0.066352,0.075837,0.079935,0.0935763,1577.0,1573.0,13.5868552,13.8290625,12307.2184793,114.7,1.0,1.0,1.0,9.073,9.834,,0.053,,0.05,,0.588,0.059000000000000004,0.02
1612,2.8268456000000004,0.61248,0.093808,0.20457,0.100215,0.09376799999999999,1570.0,1568.0,7.872349000000001,6.8120364,13012.2580645,114.6,1.0,1.0,1.0,8.722999999999999,2.7039999999999997,,0.081,,0.05,,0.688,0.067,0.02
1613,2.0,0.557295,0.09666799999999999,0.160119,0.06417,0.0941953,1552.0,1571.0,13.6663212,14.7956734,12967.150496600001,112.7,1.0,1.0,1.0,8.792,11.779000000000002,,0.064,,0.05,,0.621,0.048,0.02
1614,2.7170155,0.54003,0.106392,0.158604,0.08715,0.0916597,1585.0,1573.0,10.6377049,9.491472900000002,11657.6470588,111.8,1.0,1.0,1.0,7.931,6.122000000000001,,0.054000000000000006,,0.05,,0.598,0.047,0.02
1615,3.2071047999999998,0.491515,0.103532,0.148203,0.069165,0.08980729999999999,1529.0,1568.0,11.1708885,15.420478400000002,12553.246753200001,110.7,1.0,1.0,1.0,3.283,20.415,,0.064,,0.05,,0.539,0.037000000000000005,0.02
1616,,0.636525,0.055484000000000006,0.174406,0.167915,0.09623989999999999,1597.0,1566.0,14.489911900000001,21.9898955,10974.0,117.9,1.0,1.0,1.0,8.219,21.037,,0.063,,0.05,,0.726,0.037000000000000005,0.02
1617,3.8110288999999997,0.5546800000000001,0.109824,0.196168,0.084035,0.0925009,1524.0,1567.0,9.9322034,10.137607800000001,12903.8297872,113.8,1.0,1.0,1.0,5.86,10.453,,0.065,,0.05,,0.614,0.038,0.02
1618,2.5307892000000005,0.56411,0.081224,0.116096,0.093985,0.0912337,1565.0,1574.0,13.9548638,16.7727582,12118.192352299999,113.3,1.0,1.0,1.0,8.966000000000001,12.314,,0.059000000000000004,,0.05,,0.634,0.07,0.02
1619,,0.5551,0.09724,0.194771,0.15192999999999998,0.0918538,1581.0,1581.0,13.3051546,13.238474900000002,11429.5566502,112.8,1.0,1.0,1.0,6.452999999999999,12.731,,0.054000000000000006,,0.05,,0.617,0.045,0.02
1620,2.1307515,0.52599,0.09152,0.11614300000000001,0.066815,0.0909034,1555.0,1561.0,7.866415400000001,10.4332905,11332.6203209,112.4,1.0,1.0,1.0,4.638999999999999,9.019,,0.053,,0.05,,0.585,0.048,0.02
1621,3.0201754000000003,0.607375,0.1287,0.212421,0.104235,0.0953105,1549.0,1565.0,12.9236763,14.4452499,11969.592760200001,117.8,1.0,1.0,1.0,7.187,13.727,,0.053,,0.05,,0.675,0.048,0.02
1622,4.0737705,0.428695,0.11039600000000001,0.129781,0.12803,0.0380829,1554.0,1619.0,9.9021446,,12798.3471074,111.6,1.0,1.0,1.0,13.852,,,0.076,,0.05,,0.461,0.047,0.02
1623,3.2165187,0.45268,0.10524800000000001,0.11778699999999999,0.1172,0.0390966,1560.0,1608.0,19.4734007,,12669.1741619,113.6,1.0,1.0,1.0,28.918000000000003,,,0.054000000000000006,,0.05,,0.49200000000000005,0.036000000000000004,0.02
1624,3.3020366,0.38169000000000003,0.129272,0.06339,0.087315,0.0378227,1575.0,1606.0,9.517940600000001,,6105.4825555,112.2,1.0,1.0,1.0,16.741,,,0.053,,0.05,,0.402,0.037000000000000005,0.02
1625,2.6528287999999995,0.35489499999999996,0.1287,0.064066,0.08813,0.0383151,1577.0,1595.0,7.4027674,,11984.0997662,112.9,1.0,1.0,1.0,12.632,,,0.053,,0.05,,0.369,0.048,0.02
1626,2.5803443,0.445245,0.118404,0.155014,0.134855,0.0406027,1548.0,1580.0,11.331098599999999,,11628.1951975,117.6,1.0,1.0,1.0,18.967,,,,,0.05,,0.479,0.037000000000000005,0.02
1627,2.6501305,0.462075,0.12984400000000001,0.197734,0.118595,0.0393864,1557.0,1583.0,7.4471563,,12079.0739092,114.1,1.0,1.0,1.0,11.239,,,0.053,,0.05,,0.496,0.046,0.02
1628,3.2004338,0.4342452,0.09952799999999999,0.142701,0.11698499999999999,0.03857530000000001,1555.0,1611.0,8.858051199999998,,13115.2516905,111.2,1.0,1.0,1.0,11.919,,0.044616,0.11900000000000001,,0.05,,0.41700000000000004,0.059000000000000004,0.02
1629,3.4447050000000004,0.46618000000000004,0.10524800000000001,0.133951,0.093125,0.038894,1559.0,1584.0,6.3447875,,11951.621384799999,111.9,1.0,1.0,1.0,9.704,,,,,0.05,,0.508,0.055,0.02
1630,3.1740859,0.4190307,0.11211199999999999,0.087697,0.11601500000000001,0.0386914,1559.0,1584.0,7.6410774,,12170.1236917,113.4,1.0,1.0,1.0,11.347000000000001,,0.048906,,,0.05,,0.39299999999999996,0.068,0.02
1631,2.6274332,0.43591,0.13155999999999998,0.130196,0.12308499999999999,0.0401391,1563.0,1586.0,9.146106300000001,,11763.4285714,116.3,1.0,1.0,1.0,12.332,,,0.025,,0.05,,0.466,0.067,0.02
1632,,0.44176000000000004,0.130416,0.168505,0.150515,0.040197500000000004,1585.0,1584.0,7.1546710000000004,,11272.1311475,115.7,1.0,1.0,1.0,9.786,,,0.043,,0.05,,0.47200000000000003,0.053,0.02
1633,2.6234763,0.3884558,0.106392,0.10931800000000001,0.11364500000000001,0.0387491,1557.0,1586.0,8.717905,,13123.566879,112.5,1.0,1.0,1.0,11.929,,0.021164,,,0.05,,0.38799999999999996,0.09300000000000001,0.02
1634,4.5981391,0.5005649999999999,0.11611600000000001,0.197571,0.143205,0.0390389,1535.0,1594.0,10.076221499999999,,13905.465288,112.3,1.0,1.0,1.0,15.467,,0.0572,0.049,,0.05,,0.479,0.147,0.02
1635,2.7177759,0.3826225,0.080652,0.13962,0.105405,0.0383673,1564.0,1588.0,6.648940700000001,,11506.267029999999,112.9,1.0,1.0,1.0,10.460999999999999,,0.02145,,,0.05,,0.384,0.08900000000000001,0.02
1636,,0.4716049,0.12698399999999999,0.179292,0.162915,0.0401602,1591.0,1585.0,9.5897968,,11645.9279039,116.7,1.0,1.0,1.0,12.845,,0.056341999999999996,,,0.05,,0.44299999999999995,0.059000000000000004,0.02
1637,3.7192043,0.4968956,0.146432,0.176539,0.14447000000000002,0.038933999999999996,1551.0,1586.0,6.1851332,,13035.8490566,115.2,1.0,1.0,1.0,9.8,,0.019448,0.021,,0.05,,0.514,0.081,0.02
1638,2.3546542,0.33610070000000003,0.097812,0.11155599999999999,0.06431,0.038733699999999996,1573.0,1586.0,6.163636400000001,,11217.3347779,112.4,1.0,1.0,1.0,8.362,,0.034606,,,0.05,,0.309,0.096,0.02
1639,3.5294830000000004,0.4423735,0.123552,0.166397,0.08989,0.03850580000000001,1529.0,1587.0,8.2246207,,12940.828402399999,111.9,1.0,1.0,1.0,11.895999999999999,,0.04433,,,0.05,,0.42200000000000004,0.083,0.02
1640,2.4101124,0.4954129,0.17388800000000001,0.203086,0.16619,0.0393046,1577.0,1583.0,9.9833398,,11693.129771,113.9,1.0,1.0,1.0,14.315,,0.039182,0.128,,0.05,,0.483,0.054000000000000006,0.02
1641,3.0,0.39161999999999997,0.07436,0.15262,0.15254,0.036879699999999994,1564.0,1584.0,12.9554226,,13273.9002933,111.5000001,1.0,1.0,1.0,19.246,,,,,0.05,,0.421,0.07400000000000001,0.020000099999999996
1642,5.8811215,0.593485,0.095524,0.186659,0.14215,0.0919052,1555.0,1628.0,17.492,13.429917000000001,14488.0434783,112.9,1.0,1.0,1.0,13.119000000000002,13.940999999999999,,0.22699999999999998,,0.05,,0.665,0.037000000000000005,0.02
1643,,,,,,,,,,,,,,,,,,,,,,,,,
1644,2.7314857000000003,0.5965600000000001,0.05834400000000001,0.202573,0.140765,0.0955015,1617.0,1588.0,17.2932065,19.6204534,11660.34354,116.3,1.0,1.0,1.0,14.142000000000001,21.636999999999997,,0.11699999999999999,,0.05,,0.675,0.078,0.02
1645,3.299463,0.578675,0.073788,0.178431,0.12980999999999998,0.09295700000000001,1614.0,1587.0,9.212558,10.0619666,12108.5714286,113.3,1.0,1.0,1.0,14.345999999999998,3.013,,0.154,,0.05,,0.6509999999999999,0.07,0.02
1646,4.2743902,0.556525,0.07035599999999999,0.158247,0.093375,0.0929068,1543.0,1584.0,14.469526,14.613679999999999,12876.2264151,113.5,1.0,1.0,1.0,16.025,7.181,,0.075,0.02,0.05,,0.625,0.057999999999999996,0.02
1647,3.5640164,0.56358,0.100672,0.162216,0.096345,0.0926088,1579.0,1580.0,17.0427997,16.8908178,12655.192878299998,114.0,1.0,1.0,1.0,11.769,13.081,,0.065,,0.05,,0.628,0.034,0.02
1648,4.3425457000000005,0.558315,0.104676,0.13131600000000002,0.119595,0.09357410000000001,1551.0,1579.0,12.1123382,9.3823647,13403.5945363,115.7,1.0,1.0,1.0,7.7989999999999995,7.803,,0.076,,0.05,,0.622,0.033,0.02
1649,4.3544874,0.49915,0.088088,0.129605,0.081835,0.09445579999999999,1546.0,1573.0,17.0657143,15.1564698,13225.180897299999,117.5000001,1.0,1.0,1.0,3.9819999999999998,19.034000000000002,,0.06,0.02,0.05,,0.552,0.048,0.02
1650,,0.59021,0.13613599999999998,0.17331300000000002,0.12969,0.0927988,1577.0,1568.0,13.563286499999998,16.4148508,11164.137931000001,113.9,1.0,1.0,1.0,10.18,13.140999999999998,,0.054000000000000006,,0.05,,0.654,0.04,0.02
1651,2.5361398,0.49568999999999996,0.096096,0.109325,0.057385000000000005,0.09144580000000001,1547.0,1573.0,12.812999999999999,15.708412300000003,11709.0604027,112.8,1.0,1.0,1.0,8.542,14.731,,0.076,0.02,0.05,,0.547,0.038,0.02
1652,2.7713262000000003,0.54869,0.12126400000000001,0.18421400000000002,0.10229500000000001,0.0936683,1555.0,1598.0,12.2293578,15.4042481,11415.7894737,114.9,1.0,1.0,1.0,6.665,15.109000000000002,,0.19399999999999998,0.02,0.05,,0.605,0.038,0.02
1653,3.1103947999999995,0.563775,0.097812,0.131606,0.125995,0.09267289999999999,1586.0,1590.0,12.498895800000001,16.7604174,12527.743086499999,114.0,1.0,1.0,1.0,7.232,13.832,,0.065,,0.05,,0.63,0.038,0.02
1654,2.4596449000000002,0.55615,0.104104,0.11568099999999999,0.09892999999999999,0.0953496,1566.0,1584.0,13.5414864,15.751337099999999,11851.7583408,117.9,1.0,1.0,1.0,7.997000000000001,13.253,,0.057999999999999996,0.02,0.05,,0.62,0.044000000000000004,0.02
1655,2.557846,0.5273,0.069784,0.10582000000000001,0.06465499999999999,0.0917342,1556.0,1579.0,12.1545706,12.569028900000001,12047.689464000001,112.8,1.0,1.0,1.0,7.313,11.972000000000001,,0.053,0.02,0.05,,0.591,0.037000000000000005,0.02
1656,,0.52105,0.083512,0.126921,0.09312000000000001,0.0914808,1566.0,1576.0,13.1054264,12.6654754,11278.8990826,113.2,1.0,1.0,1.0,8.453,11.026,,0.054000000000000006,0.02,0.05,,0.58,0.036000000000000004,0.02
1657,,0.535925,0.069212,0.100771,0.094265,0.0928804,1571.0,1578.0,12.20369,12.036031300000001,11355.6521739,114.5,1.0,1.0,1.0,8.267999999999999,10.244000000000002,,0.053,0.02,0.05,,0.602,0.038,0.02
1658,3.1230603,0.54794,0.11668800000000001,0.155021,0.078595,0.0921659,1530.0,1570.0,10.24875,11.041324900000001,12183.6817262,113.7,1.0,1.0,1.0,6.377000000000001,11.667,,0.053,,0.05,,0.606,0.039,0.02
1659,2.1875452999999996,0.5578,0.09152,0.125145,0.11034000000000001,0.0917937,1569.0,1577.0,16.453951699999998,15.0602076,11580.257510700001,113.5,1.0,1.0,1.0,13.995,10.880999999999998,,0.057999999999999996,,0.05,,0.624,0.036000000000000004,0.02
1660,2.4025974,0.45796499999999996,0.090948,0.06787,0.07335499999999999,0.0919102,1556.0,1576.0,10.953818199999999,18.491857800000002,11792.9241877,112.6,1.0,1.0,1.0,3.347,20.377,,0.07,,0.05,,0.503,0.036000000000000004,0.02
1661,3.0401189,0.49366000000000004,0.073216,0.075962,0.06859,0.0903846,1549.0,1576.0,14.803088800000001,15.1917595,12177.9210314,112.4,1.0,1.0,1.0,8.52,15.158,,0.06,,0.05,,0.55,0.036000000000000004,0.02
1662,2.7765177000000003,0.42198,0.11668800000000001,0.11836700000000001,0.13,0.0388069,1604.0,1635.0,14.371774800000003,,12519.7122302,111.7,1.0,1.0,1.0,22.404,,,0.122,,0.05,,0.452,0.038,0.02
1663,3.62601,0.404285,0.11611600000000001,0.15095799999999998,0.129965,0.0384599,1536.0,1613.0,6.9769048,,12780.9326425,113.7,1.0,1.0,1.0,11.446,,,0.08199999999999999,,0.05,,0.429,0.048,0.02
1664,2.0,0.4375,0.129272,0.115355,0.14815,0.039645599999999996,1607.0,1598.0,8.5060128,,11777.1883289,113.1,1.0,1.0,1.0,14.068,,,0.049,,0.05,,0.469,0.036000000000000004,0.02
1665,2.0,0.30571,0.082368,0.058185,0.085275,0.0376213,1529.0,1595.0,13.0232355,,12482.5865003,112.5,1.0,1.0,1.0,18.247,,,0.054000000000000006,,0.05,,0.317,0.06,0.02
1666,2.0,0.15538,0.077792,0.06343700000000001,0.060145000000000004,0.0367538,1530.0,1595.0,11.611422,,12421.516526200001,109.7,1.0,1.0,1.0,16.942999999999998,,,0.042,,0.05,,0.132,0.085,0.02
1667,2.8791045,0.34951,0.0858,0.12235399999999999,0.10515999999999999,0.0385175,1544.0,1591.0,10.442292199999999,,12879.532163700002,114.6,1.0,1.0,1.0,17.311,,,0.06,,0.05,,0.368,0.07200000000000001,0.02
1668,,,,,,,,,,,,,,,,,,,,,,,,,
1669,2.0,0.35996999999999996,0.124601,0.127849,0.1136,0.038170499999999996,1544.0,1593.0,8.4625791,,12393.5828877,114.1,1.0,1.0,1.0,14.109000000000002,,,0.065,,0.05,,0.374,0.095,0.02
1670,3.7189921999999997,0.39128,0.13547,0.126448,0.096785,0.038488699999999994,1566.0,1591.0,11.9763255,,12186.907449200002,113.4,1.0,1.0,1.0,16.188,,,0.053,,0.05,,0.41100000000000003,0.06,0.02
1671,2.0,0.42340500000000003,0.133703,0.177367,0.092225,0.0382281,1563.0,1594.0,9.024116900000001,,12965.3027823,109.8,1.0,1.0,1.0,12.347999999999999,,,0.071,,0.05,,0.449,0.05,0.02
1672,2.0,0.40266,0.131936,0.11906199999999999,0.135766,0.0392115,1577.0,1582.0,10.536912800000001,,11538.994229200001,115.1,1.0,1.0,1.0,15.7,,,0.05,,0.05,,0.426,0.048,0.02
1673,2.0,0.42532,0.126046,0.17077699999999998,0.1301,0.038546300000000006,1578.0,1583.0,9.0219283,,11306.2098501,111.2,1.0,1.0,1.0,14.4,,,0.055,,0.05,,0.45299999999999996,0.051,0.02
1674,2.0,0.48161499999999996,0.149017,0.20838600000000002,0.16236099999999998,0.0407729,1578.0,1584.0,8.0892173,,12729.830810299998,114.2,1.0,1.0,1.0,11.253,,,0.065,,0.05,,0.517,0.046,0.02
1675,2.7770419,0.45523,0.121334,0.191375,0.150823,0.04013730000000001,1583.0,1587.0,9.8917933,,12449.2307692,113.8,1.0,1.0,1.0,14.464,,,0.064,,0.05,,0.4900000000000001,0.047,0.02
1676,3.5259602999999995,0.334375,0.072447,0.125808,0.11735,0.0375341,1577.0,1582.0,10.709377400000001,,12071.9346049,108.8,1.0,1.0,1.0,15.481,,,0.054000000000000006,,0.05,,0.35200000000000004,0.035,0.02
1677,3.0311641,0.449955,0.159619,0.20975300000000002,0.178534,0.040785400000000006,1602.0,1584.0,12.320015,,11871.7842324,116.0,1.0,1.0,1.0,18.261,,,0.064,,0.05,,0.47600000000000003,0.055999999999999994,0.02
1678,3.9299631,0.39110500000000004,0.117211,0.152863,0.11262899999999999,0.038819599999999996,1574.0,1594.0,9.2627765,,12663.0727763,111.9,1.0,1.0,1.0,12.214,,,0.109,,0.05,,0.413,0.038,0.02
1679,2.8854847,0.41156000000000004,0.122512,0.136163,0.135945,0.040701999999999995,1609.0,1588.0,10.405776199999998,,11899.2054484,114.1,1.0,1.0,1.0,14.412,,,,,0.05,,0.43799999999999994,0.07400000000000001,0.02
1680,3.4182171,0.47788,0.121334,0.21734099999999998,0.17805,0.0405025,1598.0,1582.0,11.553702099999999,,12997.6555455,113.5,1.0,1.0,1.0,18.855,,,0.07400000000000001,,0.05,,0.517,0.034,0.02
1681,3.856264,0.430305,0.138415,0.168913,0.116954,0.0385625,1586.0,1588.0,12.0247354,,11993.530997299998,106.0,1.0,1.0,1.0,17.987000000000002,,,0.079,,0.05,,0.457,0.042,0.02
1682,3.6558497,0.5902649999999999,0.124279,0.169348,0.126554,0.0932583,1612.0,1619.0,11.8867081,15.279982,12295.4230236,113.5,1.0,1.0,1.0,5.316,18.892,,0.19899999999999998,,0.05,,0.657,0.033,0.02
1683,3.873742,0.559355,0.11838900000000001,0.13958800000000002,0.099569,0.09362689999999999,1562.0,1593.0,12.746984,14.0678201,12867.355043700001,112.8,1.0,1.0,1.0,8.629,10.164,,0.086,,0.05,,0.621,0.026000000000000002,0.02
1684,3.5780212,0.5199050000000001,0.105431,0.130476,0.122401,0.0926497,1587.0,1590.0,12.4647601,13.499035399999999,12431.5545244,113.9,1.0,1.0,1.0,7.143,13.994000000000002,,0.053,,0.05,,0.575,0.024,0.02
1685,3.95905,0.5705100000000001,0.121334,0.146066,0.10257899999999999,0.0932464,1555.0,1585.0,16.1047568,14.6880907,12949.489051100001,113.5,1.0,1.0,1.0,8.37,12.95,,0.086,,0.05,,0.634,0.034,0.02
1686,3.6109248999999997,0.49275,0.051832,0.025258000000000003,0.053588,0.0875497,1583.0,1589.0,17.522869,14.9100524,13011.3789778,106.2,1.0,1.0,1.0,9.365,16.604,,0.07400000000000001,,0.05,,0.555,0.032,0.02
1687,4.965584400000001,0.351695,0.072447,0.056653999999999996,0.074692,0.0920406,1519.0,1583.0,21.9508401,19.229287300000003,13798.376184,115.6,1.0,1.0,1.0,12.700999999999999,24.730999999999998,,,,0.05,,0.376,0.109,0.02
1688,3.6975089,0.515045,0.028861,0.042323,0.080313,0.0918047,1568.0,1576.0,17.6651965,13.415730300000002,12539.2120075,113.2,1.0,1.0,1.0,5.118,12.935,,,,0.05,,0.586,0.062,0.02
1689,2.5798356,0.5762590999999999,0.07067999999999999,0.153455,0.083708,0.0933896,1567.0,1579.0,11.8363636,13.558265200000001,12648.292682899999,114.6,1.0,1.0,1.0,5.859,11.984000000000002,0.063778,0.11199999999999999,,0.05,,0.575,0.11599999999999999,0.02
1690,3.3881279,0.4733958,0.067146,0.117097,0.06506,0.0937641,1548.0,1584.0,10.3673257,14.5765133,13605.5401662,113.3,1.0,1.0,1.0,5.535,13.378,0.021164,0.11900000000000001,,0.05,,0.5,0.10300000000000001,0.02
1691,3.2493533,0.5001899999999999,0.11308800000000001,0.135773,0.071357,0.09161339999999998,1537.0,1583.0,12.877956800000002,12.4587127,13248.9341983,111.2,1.0,1.0,1.0,9.104,8.818,,,,0.05,,0.5489999999999999,0.036000000000000004,0.02
1692,1.9620893,0.513525,0.111321,0.183621,0.119653,0.0933668,1584.0,1583.0,13.7123596,13.360031099999999,10855.9585492,110.5,1.0,1.0,1.0,9.152999999999999,9.545,,0.114,,0.05,,0.564,,0.02
1693,2.6732632,0.497275,0.093651,0.158359,0.079972,0.09073139999999999,1581.0,1596.0,12.9293046,10.319093400000002,11700.7431874,110.7,1.0,1.0,1.0,8.677,8.347000000000001,,0.182,,0.05,,0.5479999999999999,0.094,0.02
1694,3.3612512999999997,0.449412,0.07657,0.051601,0.089135,0.0932865,1552.0,1576.0,9.1818016,8.9021277,12263.7735849,115.5,1.0,1.0,1.0,5.606,8.368,0.017159999999999998,,,0.05,,0.47600000000000003,0.08199999999999999,0.02
1695,3.9468641000000004,0.406765,0.066557,0.135156,0.08573099999999999,0.0912272,1540.0,1580.0,9.787651,12.0133106,12670.944088,113.7,1.0,1.0,1.0,8.102,7.822,,,,0.05,,0.442,0.11900000000000001,0.02
1696,3.0,0.509695,0.087761,0.142976,0.09036699999999999,0.0890009,1603.0,1587.0,15.2315307,14.602176199999999,11205.0,109.5,1.0,1.0,1.0,9.232000000000001,11.556,,0.053,,0.05,,0.565,0.057999999999999996,0.02
1697,,0.4594,0.08128200000000001,0.169509,0.074126,0.0904198,1585.0,1585.0,11.453005099999999,8.500427,10640.663900399999,112.2,1.0,1.0,1.0,8.787,5.53,,,,0.05,,0.503,0.081,0.02
1698,3.4135906000000005,0.383515,0.055366,0.083527,0.093945,0.0912267,1514.0,1577.0,5.5880109000000004,10.2142373,12668.7747036,114.8,1.0,1.0,1.0,6.836,1.6740000000000002,0.0429,,,0.05,,0.36700000000000005,0.10800000000000001,0.02
1699,2.638195,0.5334,0.021204,0.042414,0.068326,0.0920176,1574.0,1578.0,8.4130435,10.4402516,11191.6483516,114.0,1.0,1.0,1.0,4.515,8.3,,0.04,,0.05,,0.61,0.125,0.02
1700,2.4579560000000003,0.335755,0.019437,0.075686,0.06085499999999999,0.09158510000000002,1570.0,1580.0,8.0223158,12.4184561,11504.5346062,112.6,1.0,1.0,1.0,4.234,11.663,,,,0.05,,0.365,0.138,0.02
1701,,0.4574677,0.057722,0.06737699999999999,0.031432,0.08918,1595.0,1586.0,9.7873418,13.8086269,11225.915493,109.4,1.0,1.0,1.0,5.7989999999999995,10.671,0.051766,,,0.05,,0.44799999999999995,0.14,0.02
