t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,Ar (интенс.),эл. энергия (интенс.),расход газ Ar,сыпуч известь РП,сыпуч  шпат плав.,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,химсталь первый Al_1,химсталь первый Mn_1,химсталь первый Si_1,химсталь первый V_1,химсталь последний Al,химсталь последний Ca,химсталь последний Mn,химсталь последний Si,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
8.0,47.1833333,23.5666667,47.1833333,2.886545,0.348375,0.09421399999999999,0.09938,0.092376,0.0387661,1542.0,7.674703999999999,11680.905233399999,11.883,0.0,0.04,0.02,0.10099999999999999,0.153,0.002,0.688,0.478,0.002,0.003,0.0002,0.7829999999999999,0.5589999999999999,0.037000000000000005,4.4,58.7,0.9,11.3,0.19,2.8,20.8,5.0,60.5,0.9,6.1,0.08,2.7,22.1
5.0,48.8833333,23.6833333,48.8833333,2.8055939,0.426275,0.11270999999999999,0.120952,0.116976,0.0393673,1615.0,7.788177900000001,11641.0978184,12.407,0.054000000000000006,0.040999999999999995,0.02,0.13,0.18600000000000003,0.002,0.682,0.46399999999999997,0.002,0.003,0.0004,0.79,0.574,0.037000000000000005,4.2,60.4,0.5,12.8,0.11,2.8,21.6,5.1,61.6,0.8,6.5,0.07,2.8,22.2
6.0,52.3833333,29.1666667,52.3833333,3.7896513,0.34703,0.09826,0.08996699999999999,0.116128,0.0395389,1538.0,9.8564054,12429.257142899998,17.183,0.054000000000000006,0.038,0.02,0.142,0.13699999999999998,0.002,0.7,0.473,0.003,0.003,0.0003,0.784,0.552,0.037000000000000005,4.1,59.3,0.4,11.3,0.11,2.8,21.0,4.9,62.3,0.8,6.5,0.11,2.7,22.9
6.0,50.533333299999995,25.283333300000002,50.533333299999995,3.1121247000000003,0.46252,0.146812,0.21286999999999998,0.1488,0.0402255,1558.0,6.2061497,11922.4785761,10.315999999999999,0.0,0.035,0.02,0.14,0.33,0.002,0.603,0.451,0.002,0.003,0.0003,0.7809999999999999,0.557,0.036000000000000004,4.8,57.8,0.6,12.7,0.11,2.7,21.7,5.5,59.5,1.0,5.9,0.11,2.3,25.7
5.0,56.7,22.966666699999998,56.7,2.9896507999999997,0.46055,0.13756400000000002,0.16842200000000002,0.162872,0.039767500000000004,1589.0,9.7093834,11635.9941945,18.108,0.065,0.04,0.02,0.18100000000000002,0.259,0.001,0.628,0.425,0.003,0.003,0.0003,0.779,0.569,0.037000000000000005,4.7,49.0,0.6,13.6,0.57,2.1,22.8,5.3,48.8,0.7,11.5,0.09,2.1,23.3
10.0,47.5166667,19.4833333,47.5166667,2.9896507999999997,0.41353,0.10750799999999999,0.09977000000000001,0.084128,0.0397106,1566.0,4.6078975,11677.673225,7.196000000000001,0.0,0.063,0.02,0.08800000000000001,0.154,0.002,0.695,0.484,0.002,0.003,0.0003,0.7859999999999999,0.568,0.036000000000000004,5.5,54.6,0.9,15.7,0.2,2.6,21.4,6.2,57.5,0.6,6.8,0.06,2.8,20.9
11.0,47.85,21.6666667,47.85,2.7715034,0.37916,0.124848,0.111549,0.11952,0.0394242,1547.0,7.664249099999999,11893.8461538,12.035,0.0,0.037000000000000005,0.02,0.138,0.171,0.002,0.688,0.45899999999999996,0.003,0.003,0.0003,0.7809999999999999,0.564,0.036000000000000004,4.8,66.0,0.4,9.5,0.13,3.3,20.2,5.7,59.4,0.6,12.6,0.2,2.8,21.0
6.0,41.8333333,19.0,41.8333333,2.7996032000000004,0.40116999999999997,0.120224,0.137248,0.11248,0.0389662,1560.0,8.108605599999999,11760.0,11.307,0.0,0.061,0.02,0.11599999999999999,0.212,0.002,0.662,0.466,0.002,0.003,0.0001,0.78,0.5660000000000001,0.037000000000000005,4.7,55.0,0.4,12.3,0.1,2.5,22.4,4.8,56.8,0.5,11.6,0.15,2.2,25.5
10.0,43.35,15.166666699999999,43.35,1.8739352999999999,0.44655,0.114444,0.139691,0.131152,0.0391094,1580.0,20.391681100000003,11009.6703297,29.415,0.0,0.036000000000000004,0.02,0.14400000000000002,0.215,0.002,0.662,0.45799999999999996,0.003,0.003,0.0006,0.7759999999999999,0.565,0.036000000000000004,4.8,48.3,0.5,11.5,0.13,2.3,21.3,6.0,53.0,0.5,15.1,0.1,2.2,24.2
5.0,45.2,17.1833333,45.2,2.6338798,0.490925,0.154326,0.205777,0.16548,0.040654199999999995,1586.0,13.4055617,12144.3258972,20.086,0.067,0.038,0.02,0.16899999999999998,0.318,0.002,0.602,0.414,0.002,0.003,0.0003,0.7829999999999999,0.557,0.037000000000000005,5.0,54.3,0.4,14.7,0.15,2.2,24.7,4.6,55.7,0.4,11.9,0.14,2.1,27.1
8.0,42.35,21.3333333,42.35,2.4023136000000003,0.359815,0.08381,0.126371,0.1294,0.0391094,1552.0,9.0627078,11553.75,12.718,0.064,0.044000000000000004,0.02,0.147,0.19399999999999998,0.002,0.6729999999999999,0.462,0.003,0.003,0.0002,0.784,0.556,0.037000000000000005,5.3,49.0,0.6,13.0,0.2,2.0,24.4,6.0,53.5,0.5,13.7,0.16,2.3,23.5
11.0,40.6833333,16.65,40.6833333,2.3388502,0.186595,0.11386600000000001,0.091565,0.08443200000000001,0.0386514,1557.0,9.814092599999999,11747.747747700001,13.309000000000001,0.0,0.096,0.02,0.092,0.141,0.003,0.705,0.486,0.003,0.004,0.0005,0.7809999999999999,0.5479999999999999,0.036000000000000004,5.4,63.2,0.4,9.6,0.1,2.9,21.7,5.0,54.2,0.4,10.7,0.09,2.5,21.6
7.0,43.05,18.8833333,43.05,2.5704287,0.43423999999999996,0.146812,0.13555699999999998,0.054808,0.0393673,1577.0,8.2294762,11673.7864078,11.695,0.0,0.045,0.02,0.027000000000000003,0.212,0.002,0.664,0.506,0.002,0.003,0.0001,0.78,0.5479999999999999,0.036000000000000004,5.0,55.8,0.3,13.7,0.08,2.5,21.9,5.1,46.7,0.4,9.8,0.1,2.3,20.6
6.0,41.8666667,19.0166667,41.8666667,2.1123548999999997,0.425915,0.13583,0.10423800000000001,0.107216,0.0396813,1575.0,14.204379000000001,11320.5959684,19.823,0.0,0.076,0.02,0.122,0.16,0.002,0.6940000000000001,0.46299999999999997,0.003,0.003,0.0002,0.782,0.562,0.037000000000000005,5.1,57.6,1.0,11.3,0.18,2.7,21.4,6.7,57.5,0.8,9.8,0.11,2.7,21.4
8.0,46.283333299999995,23.0166667,46.283333299999995,3.2799705,0.42039499999999996,0.154326,0.150901,0.10404000000000001,0.0401393,1539.0,9.0101252,12525.7060101,13.793,0.0,0.047,0.02,0.09699999999999999,0.23399999999999999,0.002,0.664,0.47200000000000003,0.002,0.003,0.0002,0.792,0.546,0.037000000000000005,5.0,59.4,0.5,11.0,0.1,2.7,21.7,5.3,55.3,0.6,12.0,0.11,2.3,23.6
6.0,43.05,20.033333300000002,43.05,2.5697492000000004,0.41813500000000003,0.136986,0.13527,0.131216,0.039624400000000004,1558.0,8.551055499999999,11779.3677205,12.152000000000001,0.043,0.105,0.02,0.146,0.20800000000000002,0.002,0.6659999999999999,0.47600000000000003,0.003,0.003,0.0004,0.79,0.561,0.036000000000000004,4.6,49.1,0.5,10.8,0.1,2.4,20.1,5.5,57.9,0.5,12.7,0.1,2.5,23.2
8.0,45.05,24.5166667,45.05,2.7932243,0.396785,0.14739000000000002,0.12775999999999998,0.090576,0.0402825,1547.0,10.190677,12048.1305235,15.302999999999999,0.0,0.057,0.02,0.086,0.198,0.002,0.6729999999999999,0.48100000000000004,0.002,0.003,0.0003,0.7809999999999999,0.546,0.036000000000000004,5.1,62.7,0.3,11.2,0.08,2.9,21.6,5.6,57.4,0.8,14.7,0.16,2.5,22.5
7.0,43.216666700000005,20.0666667,43.216666700000005,2.6425637,0.41758,0.142188,0.14366600000000002,0.094328,0.0396813,1548.0,6.6668723,11508.637873799998,9.604,0.0,0.094,0.02,0.085,0.223,0.002,0.662,0.49,0.002,0.003,0.0001,0.7829999999999999,0.5660000000000001,0.037000000000000005,4.7,61.1,0.6,11.4,0.11,2.9,21.4,5.4,56.2,0.7,10.7,0.1,2.5,22.2
7.0,46.8666667,27.516666700000002,46.8666667,3.4907021,0.37127,0.166464,0.153868,0.075936,0.039509699999999995,1526.0,13.085206300000001,12424.470018200002,20.442,0.0,0.091,0.02,0.052000000000000005,0.24,0.002,0.6579999999999999,0.491,0.002,0.003,0.0002,0.787,0.547,0.037000000000000005,5.1,59.9,2.3,6.3,0.15,2.9,20.4,5.1,50.9,0.5,11.1,0.09,2.4,21.2
6.0,46.1833333,20.3666667,46.1833333,2.2878973,0.404425,0.146234,0.14466400000000001,0.10681600000000001,0.0400823,1559.0,9.9717791,12446.8085106,15.350999999999999,0.0,0.081,0.02,0.10400000000000001,0.22399999999999998,0.002,0.665,0.48,0.002,0.003,0.0003,0.785,0.5539999999999999,0.037000000000000005,5.2,56.3,0.4,12.7,0.09,2.5,22.4,5.2,57.7,0.9,11.5,0.1,2.5,23.4
6.0,41.2,17.1666667,41.2,2.5129199,0.44498459999999995,0.160106,0.21423699999999998,0.23851999999999998,0.0401962,1581.0,8.791325500000001,13099.805825200001,12.049000000000001,0.0,0.087,0.02,0.27899999999999997,0.32799999999999996,0.002,0.5770000000000001,0.375,0.003,0.003,0.0008,0.785,0.546,0.038,4.8,53.0,1.8,11.9,1.21,2.4,22.6,4.5,55.3,0.6,10.8,0.12,2.3,24.2
55.0,44.85,21.966666699999998,44.85,4.1629337,0.446395,0.154326,0.153639,0.111224,0.040090600000000004,1581.0,15.261073800000002,13684.370258,22.739,0.12,0.061,0.02,0.107,0.23800000000000002,0.002,0.655,0.469,0.002,0.005,0.0008,0.7879999999999999,0.568,0.037000000000000005,4.5,57.5,0.4,10.9,0.1,2.4,24.2,4.7,56.8,0.7,7.4,0.11,2.3,24.9
54.0,51.5666667,29.1666667,51.5666667,3.9798729,0.43393859999999995,0.124848,0.19685,0.14115999999999998,0.0408084,1526.0,10.0210084,13976.228571399999,17.225,0.133,0.06,0.02,0.135,0.305,0.001,0.621,0.452,0.002,0.003,0.0003,0.785,0.5579999999999999,0.037000000000000005,4.4,56.3,1.2,11.6,0.14,2.5,22.3,4.7,55.2,0.8,12.3,0.19,2.3,24.3
55.0,50.55,26.1666667,50.55,4.3712594000000005,0.39508499999999996,0.116178,0.09089,0.08296,0.039573800000000006,1544.0,15.1934718,13544.713375799998,25.601,0.132,0.061,0.02,0.09,0.14,0.002,0.706,0.49200000000000005,0.003,0.004,0.0003,0.78,0.569,0.037000000000000005,4.4,58.3,0.7,10.9,0.15,2.5,23.7,4.7,57.0,0.8,12.0,0.19,2.2,25.4
46.0,48.3833333,26.25,48.3833333,4.133891200000001,0.4634,0.120224,0.133131,0.122912,0.0406647,1561.0,9.652761199999999,13216.0,15.245999999999999,0.231,0.086,0.02,0.134,0.205,0.002,0.67,0.467,0.002,0.003,0.0003,0.774,0.539,0.037000000000000005,5.0,57.9,1.8,14.8,0.18,2.7,21.6,4.5,58.6,0.5,8.0,0.18,2.3,25.3
49.0,51.7333333,23.5666667,51.7333333,2.6793792,0.3510202,0.095948,0.031402,0.058168,0.038482,1557.0,6.809729400000001,11759.830268700001,11.743,0.051,0.094,0.02,0.077,0.047,0.003,0.748,0.505,0.003,0.004,0.0003,0.773,0.56,0.036000000000000004,5.9,55.1,1.7,16.2,0.21,2.6,21.6,6.2,60.5,0.6,8.7,0.06,2.7,22.0
48.0,41.5,22.6833333,41.5,3.6956718,0.45137700000000003,0.143098,0.154152,0.12872,0.04152619999999999,1526.0,9.287710800000001,13252.0205731,12.847999999999999,0.0,0.048,0.02,0.134,0.23800000000000002,0.002,0.654,0.449,0.002,0.003,0.0002,0.784,0.562,0.036000000000000004,4.3,52.8,0.6,11.1,0.13,2.4,21.6,4.8,50.9,0.6,9.3,0.09,2.4,21.1
37.0,41.3833333,17.8833333,41.3833333,2.9896507999999997,0.44548000000000004,0.127748,0.128254,0.107424,0.0406361,1567.0,8.3178413,11236.1602982,11.474,0.0,0.071,0.02,0.11199999999999999,0.198,0.002,0.6729999999999999,0.474,0.002,0.003,0.0002,0.778,0.5579999999999999,0.037000000000000005,4.7,62.0,0.5,9.2,0.11,2.7,22.9,5.3,61.1,0.4,7.8,0.09,2.7,22.6
44.0,41.9,22.0833333,41.9,2.5943932999999997,0.433065,0.10255,0.107803,0.121056,0.040119199999999994,1543.0,8.647732699999999,12009.056603799998,12.078,0.043,0.075,0.02,0.142,0.165,0.002,0.6859999999999999,0.465,0.002,0.003,0.0003,0.7759999999999999,0.5579999999999999,0.036000000000000004,4.6,57.2,0.5,15.1,0.2,2.4,23.7,4.7,45.9,0.4,11.3,0.11,2.5,18.4
33.0,46.033333299999995,21.05,46.033333299999995,2.3050517999999998,0.31204899999999997,0.082626,0.063385,0.071504,0.0392292,1552.0,8.779389,12607.125890700001,13.252,0.0,0.121,0.02,0.084,0.09699999999999999,0.002,0.721,0.494,0.002,0.005,0.0002,0.775,0.564,0.037000000000000005,4.4,62.2,0.5,8.8,0.09,3.1,19.9,5.6,58.9,0.4,8.3,0.07,2.7,21.7
31.0,45.033333299999995,22.1833333,45.033333299999995,2.9412272999999995,0.405665,0.14591400000000002,0.146031,0.196536,0.039630900000000004,1538.0,7.7372534,12568.895567200001,11.55,0.0,0.071,0.02,0.243,0.222,0.002,0.6579999999999999,0.397,0.002,0.004,0.0004,0.7809999999999999,0.5539999999999999,0.036000000000000004,4.6,63.5,0.4,9.6,0.08,3.1,20.8,4.4,57.9,0.8,9.6,0.21,2.3,25.2
31.0,42.716666700000005,14.2166667,42.716666700000005,2.9896507999999997,0.43276499999999996,0.10372200000000001,0.117834,0.096832,0.0399755,1586.0,9.4796723,11133.4114889,13.498,0.0,0.071,0.02,0.1,0.182,0.002,0.6829999999999999,0.474,0.002,0.004,0.0004,0.7809999999999999,0.563,0.036000000000000004,5.3,59.9,0.2,10.4,0.08,2.8,21.5,6.7,57.5,0.4,8.7,0.06,2.6,22.5
22.0,45.1833333,14.383333300000002,45.1833333,2.1365876,0.46142,0.148844,0.12540199999999999,0.096352,0.0392292,1591.0,8.238436,11100.347624600001,12.408,0.0,0.07,0.02,0.096,0.19399999999999998,0.002,0.669,0.473,0.003,0.003,0.0004,0.789,0.564,0.038,4.7,58.3,0.8,12.2,0.38,2.7,21.8,6.0,41.2,1.0,6.4,0.18,2.5,16.4
23.0,44.6833333,18.35,44.6833333,2.3909808999999997,0.41405,0.165252,0.165942,0.09984,0.03862569999999999,1565.0,7.3768397,11843.051771100001,10.970999999999998,0.0,0.046,0.02,0.084,0.258,0.002,0.635,0.47,0.002,0.003,0.0001,0.782,0.555,0.036000000000000004,4.9,56.0,0.8,16.1,0.2,2.5,22.5,5.4,55.2,0.5,13.4,0.09,2.5,22.2
22.0,45.033333299999995,14.65,45.033333299999995,2.9896507999999997,0.36528,0.11251199999999999,0.09451799999999999,0.093511,0.0390254,1578.0,6.0694215,11500.3412969,8.976,0.0,0.083,0.02,0.10300000000000001,0.146,0.002,0.703,0.491,0.002,0.003,0.0002,0.7859999999999999,0.574,0.037000000000000005,4.7,60.6,0.4,9.1,0.09,2.9,20.8,6.2,62.4,0.5,6.5,0.08,2.7,21.7
24.0,46.1833333,20.6833333,46.1833333,3.7038168,0.46388999999999997,0.148844,0.127576,0.185451,0.038394300000000006,1572.0,8.297863099999999,11739.887187799999,12.728,0.0,0.14,0.02,0.22699999999999998,0.196,0.002,0.6809999999999999,0.42200000000000004,0.004,0.003,0.0007,0.787,0.56,0.038,3.9,61.2,1.5,8.2,0.58,2.7,22.7,4.6,56.5,0.4,10.2,0.22,2.5,22.9
19.0,43.05,18.3666667,43.05,2.7076101,0.46562,0.135952,0.137626,0.110149,0.040854400000000006,1564.0,5.0061508,12270.0544465,7.099,0.0,0.071,0.02,0.109,0.214,0.002,0.667,0.473,0.002,0.003,0.0002,0.787,0.5710000000000001,0.037000000000000005,5.8,58.0,0.5,8.3,0.15,2.6,22.2,6.2,52.1,0.6,6.9,0.09,2.5,21.2
15.0,44.033333299999995,21.15,44.033333299999995,2.4184933999999996,0.38383,0.1172,0.07003200000000001,0.087503,0.0394242,1559.0,9.6797107,11563.1205674,14.127,0.0,0.071,0.02,0.10300000000000001,0.10800000000000001,0.002,0.722,0.491,0.002,0.004,0.0002,0.784,0.56,0.037000000000000005,5.1,62.1,0.3,9.3,0.09,2.9,21.5,5.8,60.8,0.4,8.5,0.08,2.8,21.6
12.0,40.6833333,14.7,40.6833333,1.3667983999999997,0.519025,0.13771,0.153887,0.133169,0.040367900000000005,1618.0,10.0093769,10840.8163265,13.520999999999999,0.161,0.07400000000000001,0.02,0.13699999999999998,0.239,0.002,0.65,0.451,0.002,0.003,0.0002,0.792,0.5710000000000001,0.037000000000000005,4.5,49.3,0.4,12.5,0.16,2.4,20.6,4.8,48.9,0.5,13.0,0.08,2.3,21.2
10.0,43.0166667,16.3666667,43.0166667,1.2680751000000001,0.414925,0.118958,0.122976,0.07103200000000001,0.039481199999999994,1600.0,6.8492057,10756.008146600001,9.821,0.0,0.049,0.02,0.055999999999999994,0.192,0.002,0.674,0.502,0.002,0.003,0.0001,0.782,0.5660000000000001,0.037000000000000005,4.5,61.7,0.5,11.6,0.08,2.9,21.6,5.4,58.2,0.6,10.2,0.14,2.7,21.9
41.0,50.716666700000005,26.366666700000003,50.716666700000005,3.5189654999999997,0.39250999999999997,0.077352,0.066234,0.087777,0.0383532,1554.0,8.0687792,12793.426043000001,13.439,0.043,0.039,0.02,0.105,0.102,0.002,0.7290000000000001,0.494,0.003,0.004,0.0004,0.797,0.575,0.037000000000000005,4.5,62.7,0.5,8.6,0.17,3.0,21.1,4.8,60.4,0.5,4.3,0.07,2.8,21.7
48.0,49.033333299999995,26.983333299999998,49.033333299999995,3.6598123999999994,0.46784,0.132436,0.19930599999999998,0.156305,0.0402763,1527.0,8.6616587,13479.431747999999,14.157,0.043,0.038,0.02,0.153,0.31,0.002,0.626,0.451,0.002,0.004,0.0003,0.787,0.578,0.036000000000000004,5.4,58.0,0.9,9.8,0.17,2.6,22.4,5.6,58.8,0.7,6.7,0.12,2.2,26.2
56.0,45.8833333,24.6,45.8833333,3.5361422,0.42161000000000004,0.037504,0.043012,0.13561900000000002,0.0392715,1534.0,11.3786903,12887.804878,17.087,0.049,0.039,0.02,0.187,0.064,0.002,0.748,0.452,0.003,0.004,0.0004,0.7829999999999999,0.5760000000000001,0.036000000000000004,5.3,56.4,0.5,9.5,0.17,2.5,22.9,5.8,57.4,0.3,5.4,0.06,2.6,21.8
61.0,49.3666667,22.5666667,49.3666667,2.8813209,0.4547,0.09844800000000001,0.170388,0.169489,0.0392143,1560.0,10.329642100000001,13004.1358936,16.997999999999998,0.0,0.065,0.02,0.185,0.264,0.002,0.639,0.431,0.003,0.003,0.0002,0.779,0.5579999999999999,0.036000000000000004,4.4,57.5,0.2,12.6,0.13,2.3,25.3,7.2,56.8,0.6,10.0,0.07,2.6,21.9
68.0,47.05,19.7,47.05,3.1568482999999996,0.396885,0.086142,0.11388800000000002,0.129396,0.039127800000000004,1543.0,8.4547984,12173.6040609,13.165999999999999,0.0,0.068,0.02,0.14800000000000002,0.17600000000000002,0.002,0.6809999999999999,0.456,0.003,0.003,0.0003,0.778,0.561,0.036000000000000004,5.1,57.2,0.5,11.4,0.19,2.5,23.1,5.3,53.6,0.6,8.6,0.13,2.4,22.0
41.0,41.7,22.216666699999998,41.7,3.6220767,0.39023,0.10547999999999999,0.070272,0.100803,0.0382381,1528.0,7.630497599999999,12709.3773443,10.564,0.0,0.057,0.02,0.12300000000000001,0.10800000000000001,0.002,0.72,0.479,0.003,0.004,0.0003,0.78,0.5539999999999999,0.037000000000000005,5.1,57.9,0.4,9.4,0.19,2.5,23.0,5.2,58.8,0.7,9.4,0.22,2.7,21.9
38.0,43.55,21.5833333,43.55,2.922217,0.4029,0.0879,0.039935000000000005,0.140724,0.0389842,1554.0,9.8783446,12506.8725869,14.255,0.042,0.09300000000000001,0.02,0.196,0.059000000000000004,0.002,0.747,0.451,0.003,0.003,0.0003,0.792,0.547,0.037000000000000005,5.1,55.8,3.2,17.4,0.86,2.7,20.7,5.0,46.9,0.5,5.7,0.08,2.5,18.5
35.0,45.2,13.816666699999999,45.2,1.9246633000000002,0.408585,0.10606600000000001,0.11083499999999999,0.135831,0.0397596,1584.0,7.024145599999999,11586.0072376,10.505,0.0,0.054000000000000006,0.02,0.159,0.171,0.002,0.6970000000000001,0.455,0.003,0.004,0.0002,0.787,0.5710000000000001,0.036000000000000004,5.5,57.3,0.8,12.3,0.12,2.6,22.3,6.2,56.6,0.5,8.9,0.07,2.5,22.7
28.0,42.1833333,14.8,42.1833333,2.7663830000000003,0.43811000000000005,0.155876,0.202034,0.166984,0.0400755,1577.0,13.843121599999998,12304.054054100001,19.315,0.11900000000000001,0.057999999999999996,0.02,0.168,0.314,0.002,0.614,0.43799999999999994,0.002,0.003,0.0002,0.7829999999999999,0.561,0.036000000000000004,4.5,55.4,0.3,15.3,0.13,2.2,24.8,4.3,53.8,0.7,14.9,0.16,2.2,25.6
23.0,43.2,17.716666699999998,43.2,3.0,0.28512,0.086728,0.084996,0.073772,0.03889840000000001,1555.0,10.446540400000002,12340.9219191,15.014000000000001,0.0,0.057999999999999996,0.02,0.076,0.132,0.003,0.7120000000000001,0.501,0.003,0.005,0.0003,0.784,0.5660000000000001,0.037000000000000005,5.1,60.9,0.5,10.5,0.15,2.7,22.4,6.5,58.6,0.5,8.1,0.08,2.7,21.8
26.0,43.033333299999995,17.783333300000002,43.033333299999995,2.6210526,0.430505,0.101378,0.107951,0.116507,0.039989,1559.0,7.0299434000000005,11798.687909999999,10.004,0.0,0.053,0.02,0.131,0.16699999999999998,0.002,0.695,0.46799999999999997,0.002,0.004,0.0004,0.7909999999999999,0.5720000000000001,0.037000000000000005,5.1,58.5,0.5,10.3,0.14,2.7,21.7,6.1,60.0,0.6,7.2,0.07,2.7,22.6
27.0,42.6833333,14.116666699999998,42.6833333,2.2325185000000003,0.4038,0.14532799999999998,0.08630499999999999,0.11118800000000001,0.039788199999999996,1573.0,7.8276455,12117.5914994,11.137,0.0,0.057999999999999996,0.02,0.132,0.133,0.002,0.7070000000000001,0.467,0.002,0.003,0.0002,0.782,0.565,0.037000000000000005,5.9,58.0,0.6,14.3,0.19,2.6,22.0,6.4,54.4,0.4,14.3,0.07,2.4,22.2
25.0,43.3333333,22.0666667,43.3333333,3.9229806000000003,0.37601999999999997,0.15118800000000002,0.180197,0.11595599999999999,0.0391858,1534.0,8.150550099999998,13081.268882200002,11.73,0.0,0.046,0.02,0.1,0.281,0.002,0.623,0.462,0.002,0.004,0.0003,0.782,0.5589999999999999,0.037000000000000005,5.8,60.4,0.3,11.9,0.12,2.7,22.2,6.6,55.2,0.7,9.0,0.1,2.5,21.8
28.0,42.25,13.85,42.25,2.8743522999999995,0.438525,0.15529,0.166182,0.147153,0.0398473,1569.0,8.2928183,12576.1732852,11.450999999999999,0.0,0.057,0.02,0.153,0.258,0.002,0.642,0.441,0.002,0.003,0.0003,0.7909999999999999,0.5720000000000001,0.037000000000000005,3.8,50.6,0.5,11.7,0.13,2.8,18.2,5.3,53.3,0.5,12.2,0.09,2.3,23.5
23.0,42.1833333,19.1666667,42.1833333,3.3228383000000004,0.406765,0.148258,0.167048,0.124895,0.0402157,1542.0,9.2280285,12775.304347799998,12.95,0.0,0.061,0.02,0.11900000000000001,0.26,0.002,0.637,0.457,0.002,0.003,0.0001,0.779,0.55,0.037000000000000005,5.3,57.3,0.9,11.2,0.16,2.6,21.9,5.4,51.3,1.0,7.9,0.16,2.4,21.5
24.0,42.533333299999995,19.6833333,42.533333299999995,3.2771309,0.40066,0.16994,0.156507,0.137863,0.0400425,1544.0,8.4829937,12848.4335309,12.027000000000001,0.0,0.079,0.02,0.14300000000000002,0.243,0.002,0.652,0.452,0.002,0.003,0.0002,0.79,0.561,0.037000000000000005,4.3,62.8,0.5,8.6,0.16,3.0,20.9,5.7,59.8,0.4,12.2,0.12,2.7,21.9
27.0,44.55,18.3166667,44.55,3.3886967000000006,0.42978999999999995,0.14064000000000002,0.18776800000000002,0.149147,0.0410818,1577.0,10.359596,12441.1282985,15.384,0.08600000000000001,0.049,0.02,0.147,0.292,0.001,0.62,0.433,0.002,0.003,0.0003,0.787,0.5589999999999999,0.037000000000000005,4.6,55.5,0.2,13.0,0.18,2.2,25.7,4.6,57.3,0.5,11.3,0.1,2.2,26.4
31.0,41.033333299999995,20.05,41.033333299999995,3.4236242999999993,0.40164240000000007,0.097862,0.131676,0.131664,0.0417171,1564.0,10.171242900000001,12864.8379052,13.912,0.07400000000000001,0.035,0.02,0.14400000000000002,0.204,0.002,0.674,0.45899999999999996,0.002,0.003,0.0003,0.797,0.5710000000000001,0.039,4.7,56.8,0.6,13.5,0.13,2.5,22.9,5.3,57.3,1.0,10.6,0.12,2.5,23.3
19.0,45.7,17.3,45.7,3.0136986,0.4457,0.157048,0.180124,0.147035,0.040851099999999994,1600.0,14.300371499999999,11583.815028899999,21.386999999999997,0.08800000000000001,0.039,0.02,0.147,0.28,0.002,0.63,0.439,0.002,0.003,0.0002,0.7859999999999999,0.561,0.037000000000000005,4.8,54.3,1.1,12.8,0.19,2.3,23.9,5.5,54.0,0.4,10.5,0.07,2.5,21.5
34.0,50.533333299999995,29.2166667,50.533333299999995,4.1975487000000005,0.43903500000000006,0.11075399999999999,0.10388900000000001,0.102151,0.0382002,1566.0,8.671428599999999,13284.8830576,13.960999999999999,0.0,0.039,0.02,0.111,0.161,0.002,0.7020000000000001,0.48100000000000004,0.003,0.004,0.0005,0.79,0.5710000000000001,0.036000000000000004,4.1,64.5,0.7,9.4,0.16,3.2,20.2,4.7,62.0,0.5,7.5,0.09,2.8,21.2
43.0,49.6833333,23.3333333,49.6833333,3.1992898,0.41303500000000004,0.109582,0.133154,0.143321,0.039958600000000004,1553.0,8.1397467,12618.0,13.209000000000001,0.0,0.039,0.02,0.161,0.20600000000000002,0.002,0.672,0.45299999999999996,0.002,0.004,0.0004,0.7809999999999999,0.57,0.037000000000000005,5.3,56.0,1.0,11.2,0.23,2.6,21.4,5.4,58.4,0.5,8.1,0.1,2.3,25.8
51.0,46.0666667,22.2666667,46.0666667,3.5896206,0.441475,0.14005399999999998,0.1237265,0.113515,0.039929900000000004,1541.0,9.016932,13680.5389222,13.845999999999998,0.0,0.040999999999999995,0.02,0.12,0.192,0.002,0.6809999999999999,0.465,0.002,0.004,0.0004,0.787,0.562,0.037000000000000005,5.2,58.5,0.8,9.7,0.15,2.6,22.2,5.9,53.2,1.0,5.0,0.12,2.7,19.8
53.0,50.3833333,19.4,50.3833333,2.0,0.4954,0.052739999999999995,0.2063395,0.14103800000000002,0.04088169999999999,1572.0,9.6835594,14025.7731959,16.262999999999998,0.134,0.08199999999999999,0.02,0.129,0.322,0.002,0.61,0.44,0.002,0.004,0.0002,0.787,0.5720000000000001,0.037000000000000005,4.7,54.8,0.4,13.5,0.11,2.2,24.9,4.4,55.9,1.0,7.6,0.09,2.0,27.3
